ID	YEAR	COLOR	MAKE	MODEL	PRICE	MILEAGE	COMMENTS
134427374	2001	Silver	Ford	Taurus	2100	150298	My mother said that if you can't say anything nice, don't say anything at all, so I have no comment here
134441366	2001	Red	Chevrolet	Malibu	1900	124045	There are some french fries jammed in the seats
134430510	2005	Brown	Dodge	Magnum	1900	130314	You should flush the brake lines
134427033	1998	Brown	Chevrolet	Suburban	1600	161448	Good for parts only
134437767	1993	White	Oldsmobile	88	3700	129748	Runs and drives great
134431672	1998	Brown	Ford	Mustang	1800	219439	Has a blown head gasket
134437207	2009	Gold	Ford	Focus	4600	34480	Has a Kenwood aftermarket radio with CD player and auxiliary input jack
134448778	1991	Silver	Toyota	Pickup	5300	3830	Always kept in a climate-controlled garage
134440244	1996	Gold	Ford	Aspire	1900	222695	Keyless entry
134433944	2006	Red	Ford	Focus	3000	36255	This is a real solid coupe
134432856	2005	Brown	Ford	Focus	2700	51825	Has new spark plugs and wires
134433232	2004	Gray	Hyundai	Santa Fe	5100	53796	Makes a great graduation present
134435947	2010	Gray	Ford	F-150	5700	7063	What a nice ride
134432728	2003	Green	Infiniti	I35	17000	159005	My lawyer says you will need to sign a waiver if you buy it
134430827	2008	Silver	Chevrolet	Corvette	2900	61752	Needs new windshield wipers
134434286	2010	Brown	Ford	F-350	5400	43179	I lost one of the keys
134431386	1997	Brown	Chrysler	Sebring	1600	228224	This is a project coupe
134447700	1991	Red	Nissan	Maxima	6800	3901	Relax on the highway with cruise control
134434831	1999	Gray	Chevrolet	Suburban	1900	2934	Just had the latest service done last week
134428877	2006	Silver	Chevrolet	Cobalt	2300	60408	Needs a new battery
134429377	2007	Gold	Ford	Mustang	3000	75128	Has cool new rims, but they are scraped up
134435681	1999	White	Chevrolet	S-10	2000	73049	Engine doesn't miss, but you can smell a little anti-freeze burning
134426984	2009	Gold	Chevrolet	HHR	2800	68624	It has four tires
134433659	1990	Silver	Mercury	Cougar	3300	120852	This is a pretty decent coupe for the price
134430134	1997	Light Gray	Nissan	Maxima	5500	341639	Was in a "small" fire, but it is mostly not burned
134432395	1996	Gray	Subaru	Impreza	3800	226223	Two flat tires
134435272	2003	Brown	Chevrolet	Express Van	2000	126725	I hope you enjoy the sound of pistons popping
134437916	2005	Gray	Jeep	Grand Cherokee	6000	72017	Transmission was rebuilt two years ago
134435887	2010	Silver	Ford	F-150	6100	26828	Has a great Alpine stereo installed
134441369	2001	Silver	Chevrolet	Malibu	2200	3429	Super clean
134895012	2008	White	Ford	Focus	3100	80055	I am surprised that it still runs
134430716	1998	Red	Mercury	Grand Marquis	3500	106469	Perfect sedan for restoring
134433402	2001	Red	Dodge	Dakota	1700	88489	Driver's side mirror is cracked
134429405	2007	Blue	Ford	Mustang	3100	46279	There is a small dent in left front fender
134435926	2010	Brown	Ford	F-150	5500	22097	Previously owned by a Ford mechanic
134434926	2007	White	Dodge	Caravan	1900	145107	It has an AM radio
134432004	2007	Red	Dodge	Grand Caravan	2700	20897	Clean title
134437001	2003	Gray	Chevrolet	Tracker	2300	76244	Needs some repairs due to water damage
134436795	2002	White	Dodge	Durango	2100	2994	This is your chance to own a piece of history
134427924	1996	Blue	GMC	Sierra	5900	82444	Leather seats show signs of cracking
134453974	2009	White	Chevrolet	Aveo	4800	2476	What a rare find
134435518	2001	Black	Chrysler	Sebring	1900	59196	Best vehicle I've ever owned
134429901	2002	Gray	Honda	S2000	3800	144353	Needs a new clutch
134437300	2006	White	Ford	Fusion	2400	95362	Neutral is the only gear that works
134429767	2007	Blue	Honda	Odyssey	6800	26615	A minivan like this can be hard to find
134428434	2010	Gold	Audi	R8	17000	11366	I only drove it to work and back
134430254	2002	Brown	Dodge	Viper	8300	129597	Nothing wrong with this coupe, I just want a Camaro
134429651	2007	Black	Honda	Odyssey	6000	48502	Bring a trailer if you're going to buy it
134426830	2001	Light Blue	Mercury	Villager	3600	100169	Needs a new windshield
134428744	1997	Silver	Dodge	Stratus	1600	66189	Front fender has a small dent
134437551	2006	Red	Infiniti	G35	18300	97761	Trust me when I say that you're better off not knowing the history of this coupe
134430054	1996	Tan	Ford	Escort	2100	96607	New headlights are super bright
134435783	2010	Red	Ford	F-150	4600	39946	Have a mechanic check it out before you drive it home
134434622	2006	Gray	Chrysler	Sebring	1800	71549	Transmission is messed up, because it only works in reverse
134432483	2001	White	Dodge	Grand Caravan	1700	41974	Has every option you can get
134427242	1997	Black	Toyota	Tercel	4300	110955	Good sound system
134434268	2010	Black	Ford	F-350	4800	23298	It tends to leaks some fluids
134427324	2001	Dark Gray	Ford	Taurus	2200	95996	Has been in storage for a few years
134428819	2006	White	Chevrolet	Cobalt	2800	29630	Only driven to the grocery store
134426944	2009	White	Chevrolet	HHR	3900	44320	Has a full tank of gas
134429947	2002	Silver	Honda	S2000	3300	161574	Check engine light has been on for years
134434593	2006	Green	Chrysler	Sebring	2500	24048	Nice and clean
134447746	1991	Blue	Nissan	Maxima	5700	3803	It's your lucky day
134441740	1997	Gold	Nissan	Pathfinder	5900	97921	This 4X4 slides around a bit in the rain
134430547	1996	Light Blue	Honda	Accord	4100	144156	Makes a funny noise when you start it up
134439953	2009	Dark Green	Ford	Taurus	4200	42329	Needs a new solenoid
134428206	2010	Black	Ford	Fusion	5500	34413	Newer tires
134430311	2002	Red	Ford	Ranger	2100	165162	Everything under the hood is perfect except for a slow coolant leak
134431167	2006	Dark Green	Ford	Five Hundred	2600	74862	It has had a lot of work done, yet it cries out for more
134431013	2005	Blue	Chevrolet	Cavalier	2200	90027	I used to take this coupe to the lake and go fishing, back when it could run
134435412	1995	White	Chevrolet	Beauville Sport Van	1600	174106	I installed some awesome aftermarket speakers
134435601	2001	Blue	Chrysler	Sebring	1700	210597	Dashboard has some cracks
134429354	2005	White	Cadillac	DeVille	4800	127033	Oil filter is less than five years old
134427592	1990	Gray	Chevrolet	Astro	1600	166982	Power steering doesn't work anymore
134689303	1995	Gray	Nissan	Sentra	6000	70341	No scratches
134434566	1994	Black	Hyundai	Excel	3200	286650	Had it in storage, but I can't afford to keep paying that bill, so it can be yours
134433363	2002	Green	Ford	Focus	2200	88802	Has new alloy wheels
134430864	2008	White	Chevrolet	Corvette	2900	24890	Doesn't burn too much oil
134435248	1990	White	Mercedes-Benz	190E	18200	173233	Transmission is a little clunky
134433492	2003	Silver	Ford	Thunderbird	2500	41301	Only a few minor issues
134432413	1996	Red	Subaru	Impreza	4200	109155	The water pump is broken
134437076	2009	Gold	Ford	Focus	4100	56009	The Macarena tape is stuck in the stereo
134434238	2010	Red	Ford	F-350	4900	73522	I hit a tree in this truck, so it needs some body work
137834284	1991	White	Nissan	Sentra	5200	219715	Has a Bose radio
134435557	2001	Dark Gray	Chrysler	Sebring	2200	3274	Heated seats
134433646	1990	Gray	Mercury	Cougar	3300	212960	The keys for this coupe could be in your hand tonight
134431288	1992	Gold	Hyundai	Scoupe	4000	105396	New tires
134443356	2007	Red	Honda	S2000	6400	2602	This coupe is show quality
134431952	2002	Gray	Chevrolet	Cavalier	2100	65947	Has a new set of snow tires
134428392	1999	Brown	Oldsmobile	Intrigue	3500	183220	Aftermarket security system installed, including an engine immobilizer
134430010	1996	Dark Gray	Ford	Escort	2300	78161	Must see it for yourself
134429113	2001	Green	Honda	S2000	4900	71613	Keyless entry
134427166	1999	Gray	Chrysler	Cirrus	1700	81683	I installed new sway bar links in June
134434702	1995	White	Oldsmobile	Aurora	3600	161647	I would recommend changing all hoses
134434626	1999	Dark Green	Buick	Century	5100	74653	No oil leaks yet
134436297	1999	Brown	Ford	Econoline	1600	108495	I'd say the color is more like, well, the color of primer
134432724	1994	Blue	Honda	Civic	4300	104532	It runs decent
134436412	1999	Red	Ford	Econoline	1500	217195	This is not roadworthy
134431614	1995	Brown	Oldsmobile	Cutlass Ciera	3700	118833	This sedan is fun to drive
134436557	2006	Gold	Chevrolet	Monte Carlo	2800	31438	Never been in an accident
134442604	1995	White	Chevrolet	S-10	1900	104038	The starter sticks when it starts up sometimes
134429067	2001	Silver	Honda	S2000	4800	98965	I put a lot of work into this coupe, but I need to move on
134432230	2010	Silver	Acura	TL	20800	74453	The inside smells funny and I am not sure why
134429223	2001	White	Ford	Focus	2200	35728	AC blows cold air
134432584	2003	Dark Blue	Honda	Civic	4100	71723	Pretty severe hail damage is visible on the roof
134434017	2002	Red	Isuzu	Rodeo	700	48121	This SUV has a blue interior
134433322	2002	Green	Ford	Focus	2000	155009	Antenna is stuck in the up position
134432362	1996	White	Toyota	Tercel	3900	120705	Body is in fair shape
134430795	2008	Red	Chevrolet	Corvette	3300	36265	I'm selling it because I need money for bills
134432960	2001	Silver	Ford	Windstar	2000	117020	It runs, drives, and stops like it's supposed to
134448865	1990	White	Chevrolet	Lumina	2200	3603	This Lumina won't last long
134432547	2003	Gray	Buick	Century	5500	47631	I'm only letting it go because I got a job in another state
134430760	1992	Light Blue	Nissan	Sentra	6400	103006	Has all the original floor mats
134435093	2008	Red	Ford	Focus	3600	76421	You will need to replace the engine, transmission, electrical system, brakes, belts, and hoses
134436539	2006	White	Chevrolet	Monte Carlo	3300	2474	The best coupe that Chevrolet ever made
134430959	1997	White	Volkswagen	Golf	5200	77028	Just had some brake work done
134437406	1998	Gray	Plymouth	Breeze	3500	204878	Transmission fluid leaks
134441148	1994	White	GMC	Safari	5300	170829	Leaving town, so I must sell it
134450893	2007	Gold	BMW	Z4	28300	2298	Smells like a new car
134427549	2002	White	Chevrolet	Impala	1800	162974	My daughter fought a telephone pole with it and lost
134431143	2004	Gold	Honda	S2000	4400	149055	Has some problems slowing down
134430674	1998	Brown	Mercury	Grand Marquis	3900	3376	Rides like a dream
134433187	2004	White	Ford	Crown Victoria	2000	93136	Has some engine trouble
134426817	2001	Brown	Mercury	Villager	3900	107074	Add 100,000 to get the true mileage, because the odometer rolled over once already
134432219	2007	White	Dodge	Grand Caravan	2300	52255	Apparently my neighbors are sick of seeing it up on blocks in my yard
134429699	2007	Gold	Honda	Odyssey	5200	57961	A little rust on the body in places
134437394	1993	Red	Nissan	300ZX	6800	3203	I have all maintenance records
134431789	2005	Red	Chevrolet	Impala	2600	46236	The most dependable sedan you'll ever find
134433619	2003	Gold	Ford	Thunderbird	2600	89389	Cruise control
134434539	2008	Dark Gray	Dodge	Viper	13200	14126	Transmission can be slow to respond
134431215	2005	Black	Honda	Pilot	5300	48843	This sedan will get you where you need to go
134435405	1991	Gold	Honda	Prelude	4000	383795	The freon in the A/C is all gone
134428945	1998	White	Ford	Expedition	2000	148405	This 4X4 has a really nice stereo, with a CD player even
134435008	2007	Gray	Dodge	Caravan	2200	55169	Headlights don't work, which explains some of the body damage
134449310	2000	Silver	Chevrolet	Camaro	2000	2786	It even smells new
134427015	2004	Gold	Acura	NSX-T	17100	179494	I used to think this was indestructible, but I was recently proven wrong
134434167	2004	Brown	Hyundai	Sonata	4600	81674	Glove compartment won't open
134448912	1990	Gold	Chevrolet	Lumina	1700	3124	Powerful engine
134431225	1996	Brown	Infiniti	J30	16300	173162	I drove this across the country several times
134429583	2007	White	Ford	Mustang	3600	27263	Has some minor cosmetic issues in the interior
134429033	2001	Blue	Honda	S2000	5000	81812	Has a 5-speed manual transmission
134435148	2008	Brown	Ford	Focus	3800	51107	All cleaned up and ready to sell today
134434775	1995	Silver	Oldsmobile	Aurora	4200	62240	New battery
134451761	2002	Brown	Acura	MDX	23400	2806	Come over and try it for yourself
134436077	2009	Silver	BMW	550i	21300	38408	Barely runs
134430872	1995	Blue	Oldsmobile	Bravada	4200	3303	My loss is your gain
134431317	2002	Black	Cadillac	Seville	6100	60190	Interior is in really great shape
134428946	1998	Light Gray	Ford	Expedition	2200	112958	Ready to drive
134427695	2008	Brown	Chevrolet	HHR	2700	54590	You'll have to replace the spark plugs
134440541	2002	Blue	Honda	Passport	5500	2908	Clean title
134430354	2002	Blue	Ford	Ranger	2500	59263	This truck is super fast
134427177	2002	White	Honda	Civic	4700	84667	Selling because I won't need this sedan while I'm in prison
134426855	1996	Green	Toyota	Camry	4100	159538	I wrecked this coupe once or twice, but you can barely tell
134430449	2005	Dark Gray	Dodge	Magnum	2100	32664	I am selling because I have kids and need something bigger
134440690	2010	Green	Chevrolet	Malibu	5100	2402	All scheduled maintenance up to date
134453700	2008	Black	Honda	Accord	7000	2320	I cared for this sedan like it was my child
134436317	1999	Gold	Ford	Econoline	1900	210801	You'll have to tow this one away
134434400	2008	Dark Green	Dodge	Viper	14800	40947	Can be hard to start on cold days
134431811	2005	Blue	Chevrolet	Impala	2500	49920	Front brake caliper sticks
134430221	2002	Dark Gray	Dodge	Viper	7500	115985	I changed the oil last month
134428347	1999	Green	Oldsmobile	Intrigue	4100	74169	Lots of torque in this model
134427795	2008	Blue	Chevrolet	HHR	3400	18034	This coupe is solid and reliable
134427878	2008	White	Chevrolet	HHR	3200	34680	No significant problems
134436258	2001	Gray	Ford	Taurus	2300	82585	This sedan never fails to start up
134433954	2006	White	Ford	Focus	2800	85891	Great safety ratings on this model
134427404	2001	Green	Ford	Taurus	2300	65127	Priced to sell
134433644	1990	Light Gray	Mercury	Cougar	3500	191435	I would recommend changing the belts
134429818	2002	Black	Honda	S2000	4400	58513	I replaced the shocks last year
134436102	1997	Blue	Mercury	Villager	4200	3177	Why drive a boring VAN when you could have this Villager instead
134432123	2007	Dark Green	Dodge	Grand Caravan	2600	2489	It even has the new car smell
134431368	2002	White	Cadillac	Seville	6400	31153	Only minor scratches
134436070	1990	Gold	Ford	Ranger	2000	131709	In good mechanical condition, but the body is a little dented up
134441913	1996	Black	Dodge	Avenger	1400	183577	Has a brand new radiator
134432142	2007	Red	Dodge	Grand Caravan	2300	61472	Has a new oil filter
134433997	2003	White	Chrysler	PT Cruiser	1900	95788	Stolen from the original owner and need to sell it today
134445799	2001	Gold	Ford	F-150	2400	2812	Only one owner
134444565	2004	Green	Hyundai	Accent	3400	2677	It was only driven by my elderly mother on Sunday mornings
134446542	2010	Tan	Chevrolet	Aveo	5400	2103	Always serviced at the Chevrolet dealer
134431840	2005	White	Chevrolet	Impala	2600	24959	Check engine light comes on every few weeks
134430912	1995	Dark Gray	Oldsmobile	Bravada	4000	51759	A/C works well
134434654	1996	Gray	Mazda	626 DX	3800	112844	Only selling this because I am moving soon
134434112	1991	Blue	Nissan	Sentra	5700	135522	Runs strong and handles well
134440052	1999	White	Ford	Taurus	2500	2868	It's a real smooth ride
134431926	2002	Red	Chevrolet	Cavalier	1900	84395	Very responsive transmission
134427082	1998	Gray	Chevrolet	Suburban	1900	47739	No rust
134430630	1999	Gold	Dodge	RAM 1500 Extended Cab	1100	274385	Needs a lot of TLC
134428835	2006	Gold	Chevrolet	Cobalt	2300	97906	The brakes make a funny noise
134428954	1998	Gray	Ford	Expedition	2200	120813	New belts and hoses
134431630	1995	Green	Oldsmobile	Cutlass Ciera	3700	66281	I replaced the water pump last month
134434056	1996	Gray	Dodge	Grand Caravan	1300	200154	Need to get rid of this minivan ASAP
134445510	2008	Silver	Audi	S5	12500	2484	Professionally serviced
134435128	2008	Green	Ford	Focus	3900	49740	Fresh oil change and wax job
134433007	2001	White	Ford	Windstar	2400	52305	It runs well, really well
134427608	1990	White	Chevrolet	Astro	2000	113902	Passed the emissions test last week
134436651	1993	Silver	Chevrolet	S-10	1800	100089	In pretty good shape
134449437	1996	Gray	Ford	Econoline	2200	3768	Ford doesn't build them as nice as this anymore
134439522	1994	Red	Oldsmobile	88	4000	73570	The paint is a little faded from the sun
134439854	2009	Red	Ford	Taurus	4500	41611	Custom ground effects
134435649	1999	Tan	Chevrolet	S-10	1900	65463	Has an aftermarket navigation system
134436210	2001	Blue	Ford	Taurus	1900	183503	Mechanic's special
134427520	2002	Gray	Chevrolet	Impala	1800	218134	Mostly highway miles
134427966	2003	Green	Honda	S2000	5000	65934	Power doors and windows
134447234	1995	Silver	Ford	Club Wagon Van	2000	3413	Always professionally serviced
134434785	1999	White	Chevrolet	Suburban	1700	256712	It's finally time to sell grandma's car
134441676	2008	Gray	Audi	S8	13000	35353	Minor rust spots here and there
134437686	1993	Gray	Oldsmobile	88	3800	3847	This is the nicest sedan on the market
134439334	1993	Gray	Ford	Crown Victoria	2300	3675	Fully loaded
134431179	2006	Red	Ford	Five Hundred	3000	33425	Selling it because I need money real bad
134430296	2002	Tan	Ford	Ranger	2300	50318	Custom paint job
134442933	2010	Red	BMW	328i	38200	2290	I've put a lot of work into maintaining this coupe
134432383	1996	Silver	Subaru	Impreza	5000	99471	Has a 6 CD changer
134434495	2008	Red	Dodge	Viper	13400	13806	The speedometer doesn't work, so you will need a radar detector
134435441	1995	Brown	Chevrolet	Beauville Sport Van	1900	129788	It has a few minor cosmetic flaws
134434361	2010	Black	Ford	F-350	5700	11581	Very dependable
134427670	1993	Green	Nissan	240SX	5700	70335	No dings or dents
134433454	2003	White	Lincoln	Town Car	5500	42982	Has snow tires
134427943	1994	Gold	Volvo	850	5500	146609	I think this is a good price for my sedan
134429299	2005	Silver	Cadillac	DeVille	5900	143241	Brakes don't work at all
134429333	2005	Black	Cadillac	DeVille	6100	74910	My husband says that I have to sell it today
134431127	2005	Black	Chevrolet	Cavalier	2100	38170	Replaced the fuel injectors last week
134428052	2010	Brown	Ford	Fusion	4700	63062	Passed the emissions test last month
134436455	1996	Brown	Ford	Taurus	2200	113827	Asking less than blue book value
134434975	2007	Silver	Dodge	Caravan	2400	73697	The power seats are so luxurious
134428678	2009	Gold	Acura	RL	21600	50139	Power windows no longer work
134438598	2009	Black	Chrysler	Town & Country	3200	84442	All major components are in good working order
134433866	2006	Gray	Ford	Focus	2600	149062	I wouldn't even let my ex-wife drive this coupe
134442166	1992	Silver	Dodge	Dakota	1600	4322	Only drove it on the highway
134438880	2003	Blue	Acura	NSX-T	18600	74016	The exterior shows some hail damage
134452910	1994	Green	Pontiac	Sunfire	4000	3943	It's hard to find a Sunfire this nice
134442678	2003	Green	Chrysler	Concorde	2000	2500	They don't make them like this anymore
134433032	2001	White	Ford	Windstar	2100	128534	I have never taken this one off road, as far as you know
134426886	2004	Blue	Acura	TSX	15500	92459	Remote starter
134438475	2009	Red	Chrysler	Town & Country	3700	27505	Plastic is cracked on driver's side brake lights
134438223	1999	Dark Gray	Chevrolet	Tahoe	2500	2932	Like new condition
134428131	2010	Gray	Ford	Fusion	4100	57990	Does not pass inspection
134439589	1994	Gold	Chrysler	LHS	1700	119434	Just minor dings ands scratches
134431461	2004	Red	Lexus	LX470	8900	142609	The body is mostly Bondo and duct tape at this point
134431157	2006	Gold	Ford	Five Hundred	2900	26154	It is about time to replace the water pump and timing belt
134431756	1999	White	Buick	LeSabre	3900	181641	While trying to fix one thing, I broke something else but I am not sure what
134435675	1999	Red	Chevrolet	S-10	1700	88885	I just put some new oil in this truck
134428480	2010	Blue	Audi	R8	15800	21137	It's a beater, but you get what you pay for
134433272	2002	Gray	Ford	Focus	2100	111036	This sedan is proof that you can't fix everything with duct tape
134448239	2004	White	Ford	Focus	2900	2699	Barely drove this sedan at all
134439246	1995	Black	Pontiac	Grand Prix	4700	3715	Rides like a champ
134432763	1995	Gold	Oldsmobile	Achieva	3800	74085	This is a lot of fun to drive
134432442	1996	Dark Gray	Dodge	Ram Pickup (1500)	1400	156237	No major frame damage
134431949	2002	Silver	Chevrolet	Cavalier	2300	31707	Has brand new all-weather tires
